SourceSeed,OursWMSE,A57WMSE,WMSEGainVsA57,CI_low,CI_high,MAE,Worst10,N
2904,0.005268913838153822,0.005647907203820068,0.10522749016562619,0.03929527863791622,0.1816565293138254,0.05407981690950692,0.020332373419660144,80
2905,0.0052080533794651275,0.006016301409545122,0.1320785606005474,0.07620928164538154,0.1889050591901878,0.05402086772955954,0.020179142948472874,80
2906,0.00522450977077824,0.005714679746597539,0.11253624787587384,0.05231619368370124,0.17961200713431666,0.053894353471696375,0.020200114541512448,80
mean±std,0.00523383±0.00003148,0.00579296±0.00019628,0.11661410±0.01388224,,,,,
