variant,N_cases,N_switches,switch_rate,N_beneficial_switches,beneficial_switch_rate_all_cases,N_harmful_switches,harmful_switch_rate_all_cases,beneficial_precision_among_switches,mean_switch_regret,median_switch_regret,worst10_switch_loss_cvar90,harmful_switch_regret_mean,harmful_switch_regret_cvar90,max_switch_regret,test_wmse_mean
full_method,80,61,0.7625,49,0.6125,12,0.15,0.8032786885245902,-0.20706197594320927,-0.21740029528429733,0.13829723171094085,0.0865556485229721,0.2545932603801717,0.3120015476439298,0.00406312879131292
without_anchor_protection,80,69,0.8625,55,0.6875,14,0.175,0.7971014492753623,-0.18733783417760547,-0.162593920652373,0.14359183758413538,0.08418090483442234,0.2545932603801717,0.3120015476439298,0.004055266607610975
