method,N_observations,N_repeats,mean_seconds,std_seconds,median_seconds,q1_seconds,q3_seconds,min_seconds,max_seconds,repeat_mean_std_seconds,adapted_candidates_mean
ours_c32_locked,400,5,5.676108809500022,0.6174369067595751,5.518624300000255,5.276877050001076,5.818048199999794,4.783434299999499,7.738398999999845,0.059080506136177456,6.25
pt_ft,400,5,0.2038945182499694,0.011955411935368783,0.20502594999993562,0.19404665000047316,0.2126765750003301,0.17239230000086536,0.23593759999999975,0.003666566473575423,1.0
medet_style,400,5,0.20407792474999809,0.01104933874236076,0.20483670000066923,0.19709387500006414,0.21057294999974374,0.1777382000000216,0.23470110000016575,0.003777917018280055,1.0
scratch50,400,5,0.19787202450003633,0.012422059982765623,0.20023224999977174,0.18648322499927872,0.20677014999995436,0.17656990000068618,0.2329212999993615,0.00902758974721988,1.0
meta_nas_lite,400,5,13.470930531500008,2.620593171363004,12.560242299999913,11.926424325000085,14.63673722499999,9.309783000000152,25.238438499998665,0.17324781193905286,12.0
zero_nas,400,5,0.971890888999954,0.48445172663115005,0.8377106499997353,0.7953608000004806,0.9859074999999393,0.433469599999853,3.28603320000002,0.009708110780230202,0.0
zero_nas_ft,400,5,17.60050385699997,5.666141615145404,18.96505304999937,16.274083824999877,20.48895342500009,2.4641993999998704,27.189807199999905,0.14963508571363301,12.0
