title,study,decision,complete,N_repeats,N_cases_per_repeat,N_observations,five_repeat_mean_seconds,five_repeat_std_seconds,five_repeat_median_seconds,five_repeat_min_seconds,five_repeat_max_seconds,five_repeat_total_mean_seconds,five_repeat_total_std_seconds,all_case_mean_seconds,all_case_std_seconds,performance_unchanged,protocol_deviation,selection_uses_check,selection_uses_test,test_evaluation_timed,timer_scope
H-Meta-NAS five-repeat frozen target-side runtime audit,h_meta_nas_five_repeat_frozen_target_side_runtime_audit,PASS_H_META_NAS_FIVE_REPEAT_FROZEN_RUNTIME_AUDIT,True,5,80,400,20.34946890149808,5.7224156375452475,17.700981322511506,17.592423620000773,30.575096123744153,1627.9575121198466,457.79325100361973,20.34946890149808,11.008738987711837,True,True,False,False,False,"feasible candidate/population construction; candidate model construction; frozen architecture-indexed initialization restoration; two-generation population/mutation target architecture search; 50-step SGD target adaptation; validation evaluation; parameter/FLOP profiling retained from the frozen run; and final validation-only model selection. Excludes data construction, source/meta training, Check evaluation, held-out Test evaluation, verification, and reporting."
