group,case_key,source_seed,proposed_mse,matched_reference_mse,gain_percent
Alibaba,0168f9f3fd763f75382f917bedf1a94ca737bedda0713e15445f5ad1d64d3510,,0.0045609897933900356,0.0045609897933900356,0
Alibaba,0168f9f3fd763f75382f917bedf1a94ca737bedda0713e15445f5ad1d64d3510,,0.0071592736057937145,0.0071484488435089588,-0.15142812827967522
Alibaba,0168f9f3fd763f75382f917bedf1a94ca737bedda0713e15445f5ad1d64d3510,,0.0069112181663513184,0.0069112181663513184,0
Alibaba,0178da6db5f022f74002a4984b4f59a14fe8a168b1f26ab6af0b626e6a32a599,,0.00034122628858312964,0.00046991038834676147,27.384816968266687
Alibaba,0178da6db5f022f74002a4984b4f59a14fe8a168b1f26ab6af0b626e6a32a599,,0.00033761598751880229,0.00046140799531713128,26.829185678337726
Alibaba,0178da6db5f022f74002a4984b4f59a14fe8a168b1f26ab6af0b626e6a32a599,,0.00084281188901513815,0.00084281188901513815,0
Alibaba,0178da6db5f022f74002a4984b4f59a14fe8a168b1f26ab6af0b626e6a32a599,,0.0009057243587449193,0.0009057243587449193,0
Alibaba,0181e89aa1c26e7800ec9fefe8454a271aadfd53fe207d095a53397b057a5fa1,,0.00052772741764783859,0.00057919119717553258,8.885456094405578
Alibaba,0181e89aa1c26e7800ec9fefe8454a271aadfd53fe207d095a53397b057a5fa1,,0.00054187129717320204,0.00057138543343171477,5.1653637862715858
Alibaba,0181e89aa1c26e7800ec9fefe8454a271aadfd53fe207d095a53397b057a5fa1,,0.00087002321379259229,0.00088086561299860477,1.2308800622950031
Alibaba,0181e89aa1c26e7800ec9fefe8454a271aadfd53fe207d095a53397b057a5fa1,,0.0008842607494443655,0.0008842607494443655,0
Alibaba,019f3c6e0b53d7695f9694c9421739fa4bfb3210e96d0e6cacfac7eb752e402a,,0.00079664599616080523,0.00095093948766589165,16.225374327845429
Alibaba,019f3c6e0b53d7695f9694c9421739fa4bfb3210e96d0e6cacfac7eb752e402a,,0.00079432956408709288,0.00098322273697704077,19.211635958573112
Alibaba,019f3c6e0b53d7695f9694c9421739fa4bfb3210e96d0e6cacfac7eb752e402a,,0.0018797939410433173,0.0022027797531336546,14.662646668640411
Alibaba,019f3c6e0b53d7695f9694c9421739fa4bfb3210e96d0e6cacfac7eb752e402a,,0.0017742080381140113,0.0017742080381140113,0
Alibaba,01acfe8a0ebbf8c2232f1695d1f098dfa7d53311524c4f2d0e721ccfa4ad8713,,0.00062294030794873834,0.00062294030794873834,0
Alibaba,01acfe8a0ebbf8c2232f1695d1f098dfa7d53311524c4f2d0e721ccfa4ad8713,,0.0005815032054670155,0.0005815032054670155,0
Alibaba,01acfe8a0ebbf8c2232f1695d1f098dfa7d53311524c4f2d0e721ccfa4ad8713,,0.0011479605454951525,0.0011479605454951525,0
Alibaba,01acfe8a0ebbf8c2232f1695d1f098dfa7d53311524c4f2d0e721ccfa4ad8713,,0.0010144717525690794,0.0010144717525690794,0
Alibaba,01d08e405a8a6fa3d53b4d2c13a3531c08fae4ada8c4ea8b353215b8abaf8cb9,,0.0030874547082930803,0.00067074433900415897,-360.3027604939557
Alibaba,01d08e405a8a6fa3d53b4d2c13a3531c08fae4ada8c4ea8b353215b8abaf8cb9,,0.00030723799136467278,0.00054797448683530092,43.932062760977381
Alibaba,01d08e405a8a6fa3d53b4d2c13a3531c08fae4ada8c4ea8b353215b8abaf8cb9,,0.00035214814124628901,0.0010681278072297573,67.031272956032964
Alibaba,01d08e405a8a6fa3d53b4d2c13a3531c08fae4ada8c4ea8b353215b8abaf8cb9,,0.00043558489414863288,0.0012420228449627757,64.929397561790609
Alibaba,02207d2ef92a95b3920904a27e3a774f882d6c82654f65c08d4c3f537c4f3042,,0.00054940895643085241,0.00062092684675008059,11.517925290805424
Alibaba,02207d2ef92a95b3920904a27e3a774f882d6c82654f65c08d4c3f537c4f3042,,0.00053608231246471405,0.00061253947205841541,12.481997174283318
Alibaba,02207d2ef92a95b3920904a27e3a774f882d6c82654f65c08d4c3f537c4f3042,,0.00082394375931471586,0.00084129656897857785,2.0626269384326763
Alibaba,02207d2ef92a95b3920904a27e3a774f882d6c82654f65c08d4c3f537c4f3042,,0.00082568544894456863,0.00084570242324844003,2.3669051611539551
Alibaba,023e64b560a82e49222ffe4d5f09801b2300b2048581ecf145b325245086ecd8,,0.0052669746801257133,0.0054800687357783318,3.8885288839785463
Alibaba,023e64b560a82e49222ffe4d5f09801b2300b2048581ecf145b325245086ecd8,,0.0051865968853235245,0.0054156212136149406,4.2289576626158061
Alibaba,023e64b560a82e49222ffe4d5f09801b2300b2048581ecf145b325245086ecd8,,0.0099603245034813881,0.0099603245034813881,0
Alibaba,023e64b560a82e49222ffe4d5f09801b2300b2048581ecf145b325245086ecd8,,0.0099125606939196587,0.0099125606939196587,0
Alibaba,025f88de7d4566f0b3e93a6e85616b4e88f696c38f796f14a7edb18b1016e878,,5.6869583204388618e-05,5.6869583204388618e-05,0
Alibaba,025f88de7d4566f0b3e93a6e85616b4e88f696c38f796f14a7edb18b1016e878,,5.6236036471091211e-05,5.6236036471091211e-05,0
Alibaba,025f88de7d4566f0b3e93a6e85616b4e88f696c38f796f14a7edb18b1016e878,,7.8751501860097051e-05,0.00011788758274633437,33.197797405388087
Alibaba,025f88de7d4566f0b3e93a6e85616b4e88f696c38f796f14a7edb18b1016e878,,7.4162446253467351e-05,0.00010819005547091365,31.451697727056299
Alibaba,02645f57f25f0fb525baeaf1bc922b14e6e416d40647d5807b4b25f6a2543931,,0.00017843376554083079,0.00017843376554083079,0
Alibaba,02645f57f25f0fb525baeaf1bc922b14e6e416d40647d5807b4b25f6a2543931,,0.00016876000154297799,0.00016876000154297799,0
Alibaba,02645f57f25f0fb525baeaf1bc922b14e6e416d40647d5807b4b25f6a2543931,,0.00017018761718645692,0.00017728988314047456,4.0060187463659176
Alibaba,02645f57f25f0fb525baeaf1bc922b14e6e416d40647d5807b4b25f6a2543931,,0.00018108522635884583,0.00018108522635884583,0
Alibaba,02667af1dce0cdedaac7d8d16c76460e855b20d3aebbb77df38ef523ec0a03dd,,0.00058908946812152863,0.00070341391256079078,16.252798302362542
Alibaba,02667af1dce0cdedaac7d8d16c76460e855b20d3aebbb77df38ef523ec0a03dd,,0.0005688562523573637,0.0006824945448897779,16.650432356315267
Alibaba,02667af1dce0cdedaac7d8d16c76460e855b20d3aebbb77df38ef523ec0a03dd,,0.0015023568412289023,0.001635371707379818,8.1336166909742609
Alibaba,02667af1dce0cdedaac7d8d16c76460e855b20d3aebbb77df38ef523ec0a03dd,,0.0013682467397302389,0.0013682467397302389,0
Alibaba,0269e4c02fa44dd2b479422f8143eec2fa004745281607d25a9386368cd05144,,0.00011978160182479769,0.00011978160182479769,0
Alibaba,0269e4c02fa44dd2b479422f8143eec2fa004745281607d25a9386368cd05144,,0.00011582662409637123,0.00011582662409637123,0
Alibaba,0269e4c02fa44dd2b479422f8143eec2fa004745281607d25a9386368cd05144,,0.00010297347762389109,0.00010297347762389109,0
Alibaba,0269e4c02fa44dd2b479422f8143eec2fa004745281607d25a9386368cd05144,,0.0001069306381396018,0.0001069306381396018,0
Alibaba,0275fbd62e762321a41fb5011f5ffaab5cfcf57351ce2fa7c12edaed532058ea,,0.0006989847170189023,0.0006989847170189023,0
Alibaba,0275fbd62e762321a41fb5011f5ffaab5cfcf57351ce2fa7c12edaed532058ea,,0.00057739182375371456,0.00066396675538271666,13.039046146082946
Alibaba,0275fbd62e762321a41fb5011f5ffaab5cfcf57351ce2fa7c12edaed532058ea,,0.0014208796201273799,0.0016523175872862339,14.00686943839699
Alibaba,0275fbd62e762321a41fb5011f5ffaab5cfcf57351ce2fa7c12edaed532058ea,,0.00092884240439161658,0.00095871399389579892,3.1157977972968895
Alibaba,027ddf692d006546c6917ca67956378f424fc68138a6ade24f5f222b441dbd86,,7.9824101703707129e-05,7.9824101703707129e-05,0
Alibaba,027ddf692d006546c6917ca67956378f424fc68138a6ade24f5f222b441dbd86,,7.1132533776108176e-05,7.1132533776108176e-05,0
Alibaba,027ddf692d006546c6917ca67956378f424fc68138a6ade24f5f222b441dbd86,,6.4268759160768241e-05,6.4268759160768241e-05,0
Alibaba,027ddf692d006546c6917ca67956378f424fc68138a6ade24f5f222b441dbd86,,0.00013080518692731857,6.3984633015934378e-05,-104.43219060855374
Alibaba,0282e056b728723a5c5bae56ecaced89ab841eb1d992957e209c71d8bcabf026,,0.00082817755173891783,0.00082817755173891783,0
Alibaba,0282e056b728723a5c5bae56ecaced89ab841eb1d992957e209c71d8bcabf026,,0.00083558377809822559,0.00083558377809822559,0
Alibaba,0282e056b728723a5c5bae56ecaced89ab841eb1d992957e209c71d8bcabf026,,0.0015248112613335252,0.0015248112613335252,0
Alibaba,0282e056b728723a5c5bae56ecaced89ab841eb1d992957e209c71d8bcabf026,,0.0015085586346685886,0.0015085586346685886,0
Alibaba,0293c46f904492eb76ce893399bbbd9370526190f4f8b8e06592b07454ed6019,,0.00025464841746725142,0.00030045909807085991,15.246894135588649
Alibaba,0293c46f904492eb76ce893399bbbd9370526190f4f8b8e06592b07454ed6019,,0.00025430080131627619,0.00029618566622957587,14.141421982532533
Alibaba,0293c46f904492eb76ce893399bbbd9370526190f4f8b8e06592b07454ed6019,,0.00055899180006235838,0.00055899180006235838,0
Alibaba,0293c46f904492eb76ce893399bbbd9370526190f4f8b8e06592b07454ed6019,,0.00060251110699027777,0.00060251110699027777,0
Alibaba,02a606beff4be77b9a0348832ac5a9038a25e1b1575243cf377e4b95d9f845e9,,0.00036969574284739792,0.00052713823970407248,29.86740194470817
Alibaba,02a606beff4be77b9a0348832ac5a9038a25e1b1575243cf377e4b95d9f845e9,,0.00037075878935866058,0.00051666219951584935,28.239613870322049
Alibaba,02a606beff4be77b9a0348832ac5a9038a25e1b1575243cf377e4b95d9f845e9,,0.0010599595261737704,0.00078480481170117855,-35.060273633663641
Alibaba,02a606beff4be77b9a0348832ac5a9038a25e1b1575243cf377e4b95d9f845e9,,0.0011733075371012092,0.00076429999899119139,-53.514004795220679
Alibaba,02ab99dd6c18701a1a0c7fe89d5af8973269f6b07f37971108d5e52ad691bccc,,0.00052319042151793838,0.00060821324586868286,13.979114221577058
Alibaba,02ab99dd6c18701a1a0c7fe89d5af8973269f6b07f37971108d5e52ad691bccc,,0.00052232539746910334,0.00069917825749143958,25.294387822765149
Alibaba,02ab99dd6c18701a1a0c7fe89d5af8973269f6b07f37971108d5e52ad691bccc,,0.00092558574397116899,0.00092558574397116899,0
Alibaba,02ab99dd6c18701a1a0c7fe89d5af8973269f6b07f37971108d5e52ad691bccc,,0.00089744356228038669,0.00089744356228038669,0
